,Codi_provincia,Provincia,Codi_municipi,Municipi,Estacio,Codi_Contaminant,Any,Mes,Dia,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24,nom_cabina,codi_dtes,zqa,codi_eoi,Longitud,Latitud,ubicacio,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Clas_1,Clas_2,Desc_Contaminant,Unitats
0,8,Barcelona,19,Barcelona,4,7,2021,1,1,2.0,V,3.0,V,3.0,V,1.0,V,1.0,V,2.0,V,1.0,V,2.0,V,2.0,V,5.0,V,5.0,V,2.0,V,4.0,V,7.0,V,6.0,V,5.0,V,4.0,V,2.0,V,2.0,V,2.0,V,2.0,V,3.0,V,2.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
1,8,Barcelona,19,Barcelona,4,7,2021,1,2,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,5.0,V,5.0,V,6.0,V,5.0,V,4.0,V,2.0,V,2.0,V,3.0,V,5.0,V,4.0,V,5.0,V,5.0,V,5.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
2,8,Barcelona,19,Barcelona,4,7,2021,1,3,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,3.0,V,2.0,V,2.0,V,3.0,V,2.0,V,4.0,V,4.0,V,2.0,V,2.0,V,6.0,V,24.0,V,23.0,V,23.0,V,8.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
3,8,Barcelona,19,Barcelona,4,7,2021,1,4,4.0,V,2.0,V,2.0,V,3.0,V,2.0,V,5.0,V,10.0,V,30.0,V,50.0,V,5.0,V,,N,,N,10.0,V,5.0,V,6.0,V,5.0,V,3.0,V,4.0,V,3.0,V,3.0,V,7.0,V,7.0,V,1.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
4,8,Barcelona,19,Barcelona,4,7,2021,1,5,2.0,V,8.0,V,11.0,V,2.0,V,2.0,V,8.0,V,19.0,V,32.0,V,46.0,V,53.0,V,45.0,V,27.0,V,8.0,V,5.0,V,5.0,V,3.0,V,3.0,V,7.0,V,9.0,V,10.0,V,5.0,V,4.0,V,4.0,V,6.0,V,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
5,8,Barcelona,19,Barcelona,4,7,2021,1,6,3.0,V,2.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,3.0,V,3.0,V,8.0,V,8.0,V,10.0,V,11.0,V,9.0,V,4.0,V,2.0,V,2.0,V,3.0,V,12.0,V,29.0,V,19.0,V,6.0,V,4.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
6,8,Barcelona,19,Barcelona,4,7,2021,1,7,1.0,V,2.0,V,2.0,V,2.0,V,1.0,V,3.0,V,5.0,V,12.0,V,26.0,V,45.0,V,42.0,V,42.0,V,44.0,V,16.0,V,5.0,V,5.0,V,7.0,V,4.0,V,19.0,V,29.0,V,21.0,V,9.0,V,6.0,V,1.0,V,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
7,8,Barcelona,19,Barcelona,4,7,2021,1,8,2.0,V,3.0,V,2.0,V,1.0,V,1.0,V,6.0,V,5.0,V,16.0,V,22.0,V,25.0,V,27.0,V,29.0,V,27.0,V,27.0,V,15.0,V,14.0,V,14.0,V,26.0,V,35.0,V,30.0,V,25.0,V,12.0,V,3.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
8,8,Barcelona,19,Barcelona,4,7,2021,1,9,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,3.0,V,2.0,V,2.0,V,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
9,8,Barcelona,19,Barcelona,4,7,2021,1,10,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,1.0,V,1.0,V,1.0,V,2.0,V,1.0,V,2.0,V,2.0,V,4.0,V,4.0,V,4.0,V,2.0,V,2.0,V,4.0,V,4.0,V,3.0,V,6.0,V,2.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
10,8,Barcelona,19,Barcelona,4,7,2021,1,11,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,3.0,V,5.0,V,10.0,V,14.0,V,16.0,V,15.0,V,11.0,V,10.0,V,7.0,V,7.0,V,7.0,V,5.0,V,6.0,V,4.0,V,3.0,V,2.0,V,1.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
11,8,Barcelona,19,Barcelona,4,7,2021,1,12,5.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,3.0,V,4.0,V,9.0,V,8.0,V,7.0,V,9.0,V,7.0,V,7.0,V,6.0,V,5.0,V,5.0,V,4.0,V,4.0,V,3.0,V,2.0,V,2.0,V,2.0,V,1.0,V,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
12,8,Barcelona,19,Barcelona,4,7,2021,1,13,1.0,V,2.0,V,1.0,V,1.0,V,1.0,V,3.0,V,3.0,V,5.0,V,8.0,V,8.0,V,9.0,V,8.0,V,9.0,V,8.0,V,8.0,V,7.0,V,9.0,V,6.0,V,3.0,V,3.0,V,2.0,V,2.0,V,2.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
13,8,Barcelona,19,Barcelona,4,7,2021,1,14,3.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,5.0,V,14.0,V,41.0,V,,N,,N,9.0,V,8.0,V,6.0,V,7.0,V,6.0,V,5.0,V,7.0,V,9.0,V,5.0,V,3.0,V,2.0,V,2.0,V,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
14,8,Barcelona,19,Barcelona,4,7,2021,1,15,2.0,V,1.0,V,1.0,V,1.0,V,2.0,V,6.0,V,14.0,V,45.0,V,62.0,V,108.0,V,137.0,V,98.0,V,15.0,V,14.0,V,16.0,V,16.0,V,6.0,V,5.0,V,7.0,V,61.0,V,125.0,V,108.0,V,60.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
15,8,Barcelona,19,Barcelona,4,7,2021,1,16,45.0,V,19.0,V,23.0,V,11.0,V,5.0,V,3.0,V,3.0,V,12.0,V,17.0,V,20.0,V,19.0,V,5.0,V,4.0,V,5.0,V,3.0,V,3.0,V,4.0,V,4.0,V,2.0,V,4.0,V,3.0,V,2.0,V,3.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
16,8,Barcelona,19,Barcelona,4,7,2021,1,17,3.0,V,1.0,V,1.0,V,1.0,V,1.0,V,3.0,V,4.0,V,2.0,V,2.0,V,7.0,V,8.0,V,7.0,V,4.0,V,5.0,V,5.0,V,2.0,V,1.0,V,1.0,V,5.0,V,13.0,V,15.0,V,30.0,V,40.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
17,8,Barcelona,19,Barcelona,4,7,2021,1,18,17.0,V,4.0,V,3.0,V,3.0,V,1.0,V,10.0,V,23.0,V,62.0,V,107.0,V,126.0,V,121.0,V,83.0,V,35.0,V,7.0,V,11.0,V,9.0,V,8.0,V,20.0,V,36.0,V,82.0,V,102.0,V,57.0,V,59.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
18,8,Barcelona,19,Barcelona,4,7,2021,1,19,42.0,V,19.0,V,14.0,V,10.0,V,5.0,V,6.0,V,29.0,V,56.0,V,96.0,V,109.0,V,95.0,V,66.0,V,17.0,V,15.0,V,7.0,V,7.0,V,7.0,V,6.0,V,4.0,V,5.0,V,2.0,V,2.0,V,4.0,V,7.0,V,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
19,8,Barcelona,19,Barcelona,4,7,2021,1,20,6.0,V,2.0,V,1.0,V,2.0,V,6.0,V,9.0,V,21.0,V,65.0,V,104.0,V,108.0,V,71.0,V,20.0,V,14.0,V,9.0,V,9.0,V,7.0,V,11.0,V,16.0,V,11.0,V,6.0,V,5.0,V,3.0,V,2.0,V,1.0,V,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
20,8,Barcelona,19,Barcelona,4,7,2021,1,21,3.0,V,7.0,V,4.0,V,11.0,V,5.0,V,12.0,V,36.0,V,101.0,V,35.0,V,67.0,V,60.0,V,29.0,V,28.0,V,17.0,V,8.0,V,12.0,V,19.0,V,24.0,V,41.0,V,82.0,V,63.0,V,117.0,V,93.0,V,35.0,V,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
21,8,Barcelona,19,Barcelona,4,7,2021,1,22,28.0,V,25.0,V,11.0,V,15.0,V,2.0,V,2.0,V,6.0,V,7.0,V,12.0,V,8.0,V,3.0,V,9.0,V,10.0,V,6.0,V,2.0,V,2.0,V,3.0,V,3.0,V,2.0,V,2.0,V,2.0,V,2.0,V,1.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
22,8,Barcelona,19,Barcelona,4,7,2021,1,23,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,5.0,V,2.0,V,2.0,V,3.0,V,4.0,V,3.0,V,3.0,V,3.0,V,2.0,V,2.0,V,2.0,V,2.0,V,2.0,V,1.0,V,1.0,V,1.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
23,8,Barcelona,19,Barcelona,4,7,2021,1,24,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,3.0,V,3.0,V,2.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,4.0,V,2.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
24,8,Barcelona,19,Barcelona,4,7,2021,1,25,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,3.0,V,4.0,V,4.0,V,6.0,V,14.0,V,14.0,V,12.0,V,4.0,V,4.0,V,2.0,V,2.0,V,2.0,V,2.0,V,1.0,V,1.0,V,1.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
25,8,Barcelona,19,Barcelona,4,7,2021,1,26,2.0,V,2.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,3.0,V,6.0,V,4.0,V,5.0,V,3.0,V,4.0,V,3.0,V,4.0,V,6.0,V,8.0,V,9.0,V,9.0,V,6.0,V,3.0,V,1.0,V,12.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
26,8,Barcelona,19,Barcelona,4,7,2021,1,27,20.0,V,6.0,V,1.0,V,1.0,V,2.0,V,5.0,V,16.0,V,25.0,V,58.0,V,89.0,V,92.0,V,67.0,V,20.0,V,10.0,V,4.0,V,3.0,V,4.0,V,3.0,V,9.0,V,15.0,V,47.0,V,111.0,V,139.0,V,87.0,V,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
27,8,Barcelona,19,Barcelona,4,7,2021,1,28,69.0,V,61.0,V,49.0,V,38.0,V,29.0,V,50.0,V,65.0,V,86.0,V,154.0,V,242.0,V,123.0,V,48.0,V,38.0,V,15.0,V,10.0,V,11.0,V,8.0,V,12.0,V,14.0,V,21.0,V,11.0,V,23.0,V,39.0,V,60.0,V,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
28,8,Barcelona,19,Barcelona,4,7,2021,1,29,89.0,V,110.0,V,59.0,V,26.0,V,29.0,V,61.0,V,27.0,V,12.0,V,17.0,V,14.0,V,15.0,V,19.0,V,25.0,V,15.0,V,6.0,V,6.0,V,11.0,V,5.0,V,2.0,V,3.0,V,4.0,V,3.0,V,2.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
29,8,Barcelona,19,Barcelona,4,7,2021,1,30,20.0,V,39.0,V,26.0,V,23.0,V,11.0,V,18.0,V,13.0,V,33.0,V,53.0,V,10.0,V,4.0,V,4.0,V,4.0,V,3.0,V,2.0,V,2.0,V,2.0,V,3.0,V,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
30,8,Barcelona,19,Barcelona,4,7,2021,1,31,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,3.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,2.0,V,2.0,V,1.0,V,1.0,V,1.0,V,2.0,V,1.0,V,1.0,V,1.0,V,,N,Barcelona - Poblenou,I2,1,8019004,2.2045,41.4039,Plaça Josep Trueta (Pujades - Lope de Vega),10,Sant Marti,68,el Poblenou,Urbana,Fons,NO,Âµg/mÂ³
31,8,Barcelona,19,Barcelona,42,7,2021,1,1,6.0,V,5.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,1.0,V,4.0,V,2.0,V,2.0,V,2.0,V,2.0,V,3.0,V,2.0,V,2.0,V,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
32,8,Barcelona,19,Barcelona,42,7,2021,1,2,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,3.0,V,3.0,V,4.0,V,5.0,V,4.0,V,3.0,V,2.0,V,4.0,V,3.0,V,1.0,V,2.0,V,2.0,V,5.0,V,5.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
33,8,Barcelona,19,Barcelona,42,7,2021,1,3,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,3.0,V,2.0,V,3.0,V,2.0,V,3.0,V,3.0,V,2.0,V,2.0,V,2.0,V,8.0,V,37.0,V,47.0,V,20.0,V,16.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
34,8,Barcelona,19,Barcelona,42,7,2021,1,4,54.0,V,1.0,V,6.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,3.0,V,5.0,V,6.0,V,5.0,V,4.0,V,2.0,V,,N,,N,3.0,V,5.0,V,3.0,V,3.0,V,1.0,V,2.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
35,8,Barcelona,19,Barcelona,42,7,2021,1,5,3.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,5.0,V,5.0,V,12.0,V,12.0,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
36,8,Barcelona,19,Barcelona,42,7,2021,1,6,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
37,8,Barcelona,19,Barcelona,42,7,2021,1,7,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,18.0,V,11.0,V,12.0,V,3.0,V,4.0,V,3.0,V,2.0,V,2.0,V,20.0,V,13.0,V,3.0,V,4.0,V,1.0,V,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
38,8,Barcelona,19,Barcelona,42,7,2021,1,8,2.0,V,1.0,V,3.0,V,2.0,V,1.0,V,2.0,V,4.0,V,10.0,V,15.0,V,19.0,V,21.0,V,17.0,V,8.0,V,10.0,V,8.0,V,8.0,V,8.0,V,8.0,V,9.0,V,12.0,V,7.0,V,7.0,V,3.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
39,8,Barcelona,19,Barcelona,42,7,2021,1,9,1.0,V,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,3.0,V,3.0,V,3.0,V,2.0,V,2.0,V,3.0,V,2.0,V,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
40,8,Barcelona,19,Barcelona,42,7,2021,1,10,1.0,V,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,1.0,V,1.0,V,1.0,V,2.0,V,3.0,V,4.0,V,3.0,V,3.0,V,2.0,V,2.0,V,4.0,V,4.0,V,2.0,V,2.0,V,1.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
41,8,Barcelona,19,Barcelona,42,7,2021,1,11,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,4.0,V,7.0,V,10.0,V,8.0,V,8.0,V,6.0,V,5.0,V,4.0,V,4.0,V,3.0,V,3.0,V,3.0,V,2.0,V,2.0,V,3.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
42,8,Barcelona,19,Barcelona,42,7,2021,1,12,3.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,3.0,V,5.0,V,6.0,V,5.0,V,5.0,V,4.0,V,3.0,V,3.0,V,2.0,V,2.0,V,2.0,V,2.0,V,1.0,V,1.0,V,2.0,V,1.0,V,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
43,8,Barcelona,19,Barcelona,42,7,2021,1,13,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,3.0,V,5.0,V,3.0,V,4.0,V,5.0,V,4.0,V,5.0,V,4.0,V,4.0,V,2.0,V,2.0,V,2.0,V,1.0,V,1.0,V,1.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
44,8,Barcelona,19,Barcelona,42,7,2021,1,14,1.0,V,1.0,V,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,6.0,V,5.0,V,7.0,V,6.0,V,8.0,V,6.0,V,6.0,V,5.0,V,4.0,V,2.0,V,2.0,V,2.0,V,3.0,V,2.0,V,1.0,V,1.0,V,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
45,8,Barcelona,19,Barcelona,42,7,2021,1,15,3.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,9.0,V,13.0,V,10.0,V,10.0,V,6.0,V,5.0,V,5.0,V,5.0,V,8.0,V,6.0,V,5.0,V,21.0,V,63.0,V,58.0,V,84.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
46,8,Barcelona,19,Barcelona,42,7,2021,1,16,24.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,3.0,V,2.0,V,3.0,V,3.0,V,3.0,V,2.0,V,3.0,V,2.0,V,2.0,V,2.0,V,2.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
47,8,Barcelona,19,Barcelona,42,7,2021,1,17,1.0,V,2.0,V,1.0,V,1.0,V,2.0,V,1.0,V,3.0,V,1.0,V,2.0,V,4.0,V,3.0,V,2.0,V,2.0,V,2.0,V,2.0,V,1.0,V,2.0,V,3.0,V,6.0,V,5.0,V,6.0,V,3.0,V,5.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
48,8,Barcelona,19,Barcelona,42,7,2021,1,18,22.0,V,30.0,V,45.0,V,31.0,V,40.0,V,9.0,V,7.0,V,34.0,V,126.0,V,151.0,V,,N,,N,7.0,V,9.0,V,5.0,V,4.0,V,3.0,V,3.0,V,6.0,V,12.0,V,10.0,V,24.0,V,30.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
49,8,Barcelona,19,Barcelona,42,7,2021,1,19,4.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,5.0,V,51.0,V,87.0,V,123.0,V,112.0,V,9.0,V,6.0,V,5.0,V,2.0,V,3.0,V,2.0,V,1.0,V,2.0,V,4.0,V,2.0,V,1.0,V,2.0,V,1.0,V,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
50,8,Barcelona,19,Barcelona,42,7,2021,1,20,2.0,V,1.0,V,1.0,V,2.0,V,3.0,V,10.0,V,23.0,V,46.0,V,92.0,V,84.0,V,19.0,V,7.0,V,8.0,V,5.0,V,2.0,V,2.0,V,3.0,V,2.0,V,2.0,V,2.0,V,2.0,V,1.0,V,1.0,V,1.0,V,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons,NO,Âµg/mÂ³
