,Agent_Commerce($),Agent_Commerce(#),Agent_Catering($),Agent_Catering(#),Agent_Health($),Agent_Health(#),Agent_Recreation($),Agent_Recreation(#),Agent_Transport($),Agent_Transport(#),Agent_Hotel($),Agent_Hotel(#),Agent_RealState($),Agent_RealState(#)
34,14000,140,0,0,0,0,0,0,11581,118,6291,64,0,0
35,20900,209,0,0,0,0,0,0,16874,172,9731,99,0,0
36,27396,274,0,0,0,0,0,0,22553,230,13062,133,0,0
37,34582,346,0,0,0,0,0,0,28422,290,16091,164,0,0
38,41552,416,0,0,0,0,0,0,33962,347,19904,203,0,0
39,51178,513,100,1,0,0,0,0,42354,433,24306,248,0,0
40,60873,611,100,1,0,0,0,0,51419,526,29387,300,0,0
41,70536,709,400,4,0,0,0,0,60356,618,34164,349,0,0
42,80469,810,1400,14,0,0,0,0,68983,707,39023,399,0,0
43,93635,944,3000,30,0,0,0,0,80559,826,44567,456,0,0
44,108216,1093,5700,57,0,0,0,0,93178,956,50897,521,0,0
45,121689,1231,9200,92,0,0,0,0,105589,1084,56997,584,0,0
46,136088,1379,14400,144,0,0,0,0,117869,1211,62802,644,0,0
47,149183,1514,23900,239,0,0,0,0,128550,1322,68203,700,0,0
48,163697,1664,36900,369,0,0,0,0,140774,1449,74181,762,0,0
49,176816,1800,52300,523,0,0,0,0,152291,1569,80822,831,0,0
50,190479,1942,70700,707,0,0,0,0,164354,1695,86184,887,0,0
51,203919,2082,93900,939,0,0,0,0,175904,1816,92223,950,0,0
52,216840,2217,119300,1193,0,0,0,0,187634,1939,98442,1015,0,0
53,230304,2358,147300,1473,0,0,0,0,198644,2055,103867,1072,0,0
54,243465,2496,175400,1754,0,0,0,0,209857,2173,109672,1133,0,0
55,256205,2630,203900,2039,0,0,0,0,222674,2308,115374,1193,0,0
56,269594,2771,231200,2312,0,0,0,0,234052,2428,121835,1261,0,0
57,281908,2901,260200,2602,0,0,0,0,245550,2550,128095,1327,0,0
58,294794,3037,282500,2825,0,0,0,0,256933,2671,133084,1380,0,0
59,305252,3148,305600,3056,0,0,0,0,268212,2791,139326,1446,0,0
60,315009,3252,325600,3256,0,0,0,0,280039,2917,144879,1505,0,0
61,324128,3349,364700,3647,0,0,0,0,289279,3014,149737,1556,0,0
62,333621,3450,379100,3791,0,0,0,0,297494,3101,154203,1603,0,0
63,341112,3530,389900,3899,0,0,0,0,306783,3199,158956,1653,0,0
64,348874,3613,398200,3982,0,0,0,0,315573,3292,162351,1689,0,0
65,355901,3688,429200,4292,0,0,0,0,322848,3368,165094,1718,0,0
66,364296,3777,435900,4359,0,0,0,0,328661,3429,168415,1753,0,0
67,372173,3861,440300,4403,0,0,0,0,334758,3493,170091,1771,0,0
68,378073,3924,443300,4433,0,0,0,0,340661,3555,172435,1796,0,0
69,383794,3985,469200,4692,0,0,0,0,344324,3593,174711,1820,0,0
70,391433,4066,471100,4711,0,0,0,0,347702,3628,175635,1830,0,0
71,396692,4122,472600,4726,0,0,0,0,350110,3653,177138,1846,0,0
72,401840,4177,473200,4732,0,0,0,0,352513,3678,178154,1857,0,0
73,404794,4208,499300,4993,0,0,0,0,353676,3690,178445,1860,0,0
74,408438,4246,499600,4996,0,0,0,0,353676,3690,178445,1860,0,0
75,409689,4259,499800,4998,0,0,0,0,353676,3690,178445,1860,0,0
76,410933,4272,499800,4998,0,0,0,0,353676,3690,178445,1860,0,0
77,412185,4285,499800,4998,0,0,100,1,353676,3690,178445,1860,0,0
78,412574,4289,499800,4998,0,0,100,1,353676,3690,178445,1860,0,0
79,412574,4289,499900,4999,0,0,200,2,353676,3690,178445,1860,0,0
80,412672,4290,499900,4999,0,0,300,3,353676,3690,178445,1860,0,0
81,412672,4290,499900,4999,0,0,300,3,353676,3690,178445,1860,0,0
82,412672,4290,499900,4999,0,0,400,4,353676,3690,178445,1860,0,0
83,412672,4290,499900,4999,0,0,700,7,353676,3690,178445,1860,0,0
84,412672,4290,499900,4999,0,0,800,8,353676,3690,178445,1860,0,0
85,412672,4290,500000,5000,0,0,1000,10,353676,3690,178445,1860,0,0
86,412672,4290,500000,5000,0,0,1300,13,353676,3690,178445,1860,0,0
87,412672,4290,500000,5000,0,0,1600,16,353676,3690,178445,1860,0,0
88,412672,4290,500300,5003,0,0,2100,21,353676,3690,178445,1860,0,0
89,412672,4290,500500,5005,0,0,3000,30,353676,3690,178445,1860,0,0
90,412672,4290,500700,5007,0,0,4300,43,353676,3690,178445,1860,0,0
91,412672,4290,501700,5017,0,0,5200,52,353676,3690,178445,1860,0,0
92,412672,4290,502700,5027,0,0,6300,63,353676,3690,178445,1860,0,0
93,412672,4290,504600,5046,0,0,8000,80,353676,3690,178445,1860,0,0
94,412672,4290,507100,5071,0,0,9700,97,353676,3690,178445,1860,0,0
95,412672,4290,510800,5108,0,0,12800,128,353676,3690,178445,1860,0,0
96,412672,4290,515200,5152,0,0,14700,147,353676,3690,178445,1860,0,0
97,412672,4290,519400,5194,0,0,17900,179,353676,3690,178445,1860,0,0
98,412672,4290,521500,5215,0,0,17900,179,353676,3690,178445,1860,0,0
99,412672,4290,524400,5244,0,0,17900,179,353676,3690,178445,1860,0,0
100,412672,4290,527200,5272,0,0,17900,179,353676,3690,178445,1860,0,0
101,412672,4290,532500,5325,0,0,17900,179,353676,3690,178445,1860,0,0
102,412672,4290,537500,5375,0,0,17900,179,353676,3690,178445,1860,0,0
103,412672,4290,543700,5437,0,0,17900,179,353676,3690,178445,1860,0,0
104,412672,4290,551000,5510,0,0,17900,179,353676,3690,178445,1860,0,0
105,412672,4290,558300,5583,0,0,17900,179,353676,3690,178445,1860,0,0
106,412672,4290,566500,5665,0,0,17900,179,353676,3690,178445,1860,0,0
107,412672,4290,573600,5736,0,0,17900,179,353676,3690,178445,1860,0,0
108,412672,4290,581200,5812,0,0,17900,179,353676,3690,178445,1860,0,0
109,412672,4290,590700,5907,0,0,17900,179,353676,3690,178445,1860,0,0
110,412672,4290,597300,5973,0,0,17900,179,353676,3690,178445,1860,0,0
111,412672,4290,603800,6038,0,0,17900,179,353676,3690,178445,1860,0,0
112,412672,4290,608000,6080,0,0,17900,179,353676,3690,178445,1860,0,0
113,412672,4290,611700,6117,0,0,17900,179,353676,3690,178445,1860,0,0
114,412672,4290,614000,6140,0,0,17900,179,353676,3690,178445,1860,0,0
115,412672,4290,615300,6153,0,0,17900,179,353676,3690,178445,1860,0,0
116,412672,4290,615900,6159,0,0,17900,179,353676,3690,178445,1860,0,0
117,412672,4290,616100,6161,0,0,17900,179,353676,3690,178445,1860,0,0
118,412672,4290,616100,6161,0,0,17900,179,353676,3690,178445,1860,0,0
119,412672,4290,616200,6162,0,0,17900,179,353676,3690,178445,1860,0,0
120,412672,4290,616200,6162,0,0,17900,179,353676,3690,178445,1860,0,0
121,412672,4290,616200,6162,0,0,17900,179,353676,3690,178445,1860,0,0
122,412672,4290,616200,6162,0,0,17900,179,353676,3690,178445,1860,0,0
123,412672,4290,616200,6162,0,0,17900,179,353676,3690,178445,1860,0,0
124,412672,4290,616200,6162,0,0,17900,179,353676,3690,178445,1860,0,0
125,415395,4319,616299,6163,0,0,17900,179,356149,3718,178747,1864,0,0
126,418209,4349,616398,6164,0,0,17900,179,358816,3748,178961,1867,0,0
127,421495,4384,616497,6165,0,0,17900,179,361364,3777,179347,1872,0,0
128,424314,4414,616596,6166,0,0,17900,179,363942,3806,179644,1876,0,0
129,429371,4468,617487,6175,0,0,17900,179,368563,3858,180108,1882,0,0
130,434786,4526,619071,6191,0,0,17900,179,374006,3919,180466,1887,0,0
131,439740,4579,620259,6203,0,0,17900,179,379069,3976,180734,1891,0,0
132,444583,4631,621842,6219,0,0,17900,179,384220,4034,180999,1895,0,0
133,451019,4700,626195,6263,0,0,17900,179,392059,4121,181251,1899,0,0
134,457142,4766,631928,6321,0,0,17900,179,400262,4212,181749,1906,0,0
135,463544,4835,636967,6372,0,0,17900,179,408516,4304,182073,1911,0,0
136,471231,4918,642104,6424,0,0,17900,179,417247,4401,182393,1916,0,0
137,481398,5028,653272,6537,0,0,17900,179,427754,4517,182852,1923,0,0
138,492777,5151,665227,6658,0,0,17900,179,439896,4650,183307,1930,0,0
139,504489,5278,676375,6771,0,0,17900,179,450842,4771,183677,1936,0,0
140,515094,5393,688701,6896,0,0,17900,179,462009,4894,184122,1943,0,0
141,527369,5526,700131,7012,0,0,17900,179,471787,5003,184640,1951,0,0
142,537311,5634,712236,7135,0,0,17900,179,482943,5126,184996,1957,0,0
143,548742,5758,724234,7257,0,0,17900,179,494341,5253,185346,1963,0,0
144,559705,5877,736609,7383,0,0,17900,179,505373,5376,185691,1969,0,0
145,569221,5981,748091,7500,0,0,17900,179,516063,5495,186031,1975,0,0
146,580025,6099,759271,7614,0,0,17900,179,526564,5613,186366,1981,0,0
147,589420,6202,770638,7730,0,0,17900,179,537838,5739,186696,1987,0,0
148,599411,6311,782305,7849,0,0,17900,179,549659,5871,187021,1993,0,0
149,609350,6420,793169,7960,0,0,17900,179,559976,5987,187341,1999,0,0
150,617943,6514,805311,8084,0,0,17900,179,571518,6117,187597,2004,0,0
151,627239,6616,816165,8195,0,0,17900,179,581993,6235,187967,2011,0,0
152,635264,6704,826430,8300,0,0,17900,179,592211,6351,188272,2017,0,0
153,642500,6784,837085,8409,0,0,17900,179,602829,6471,188574,2023,0,0
154,648592,6851,846563,8506,0,0,17900,179,614527,6603,188872,2029,0,0
155,654789,6920,856427,8607,0,0,17900,179,626001,6733,189166,2035,0,0
156,659618,6974,867109,8716,0,0,17900,179,636200,6849,189456,2041,0,0
157,665277,7037,887962,8929,0,0,17900,179,644530,6942,189669,2045,0,0
158,670981,7100,897453,9026,0,0,17900,179,654071,7048,189880,2049,0,0
159,674544,7140,908523,9139,0,0,17900,179,662873,7146,190089,2053,0,0
160,678391,7183,919085,9247,0,0,17900,179,670243,7228,190392,2058,0,0
161,682191,7225,939142,9452,0,0,17900,179,677096,7304,190719,2063,0,0
162,686633,7274,950925,9572,0,0,17900,179,682723,7366,190886,2066,0,0
163,689525,7306,960342,9668,0,0,17900,179,688437,7429,191051,2069,0,0
164,691612,7329,969171,9758,0,0,17900,179,694798,7499,191406,2074,0,0
165,695331,7370,989723,9968,0,0,17900,179,697865,7532,191690,2078,0,0
166,699414,7415,997366,10046,0,0,17900,179,701028,7566,191799,2080,0,0
167,702100,7444,1004242,10116,0,0,17900,179,703250,7590,191840,2081,0,0
168,704359,7469,1010530,10180,0,0,17900,179,705841,7618,192012,2084,0,0
169,706264,7490,1026110,10339,0,0,17900,179,706588,7626,192107,2085,0,0
170,709100,7521,1032800,10407,0,0,17900,179,706588,7626,192107,2085,0,0
171,711205,7544,1037812,10458,0,0,17900,179,706588,7626,192107,2085,0,0
172,713058,7564,1041063,10491,0,0,17900,179,706588,7626,192107,2085,0,0
173,715251,7588,1045099,10532,0,0,17900,179,706588,7626,192107,2085,0,0
174,716729,7604,1048154,10563,0,0,17900,179,706588,7626,192107,2085,0,0
175,718220,7620,1051698,10599,0,0,17900,179,706588,7626,192107,2085,0,0
176,719877,7638,1054549,10628,0,0,17900,179,706588,7626,192107,2085,0,0
177,721151,7652,1056319,10646,0,0,17900,179,706588,7626,192107,2085,0,0
178,723085,7673,1059169,10675,0,0,17900,179,706588,7626,192107,2085,0,0
179,724469,7688,1061727,10701,0,0,17900,179,706588,7626,192107,2085,0,0
180,725684,7701,1063989,10724,0,0,17900,179,706588,7626,192202,2086,0,0
181,726240,7707,1066057,10745,0,0,17900,179,706588,7626,192202,2086,0,0
182,727454,7720,1068607,10771,0,0,17900,179,706588,7626,192202,2086,0,0
183,728937,7736,1071454,10800,0,0,17900,179,706588,7626,192202,2086,0,0
184,729582,7743,1074306,10829,0,0,17900,179,706588,7626,192202,2086,0,0
185,730220,7750,1077950,10866,0,0,17900,179,706588,7626,192202,2086,0,0
186,730503,7753,1080906,10896,0,0,17900,179,706588,7626,192202,2086,0,0
187,730857,7757,1084260,10930,0,0,17900,179,706588,7626,192202,2086,0,0
188,731132,7760,1087790,10966,0,0,17900,179,706588,7626,192202,2086,0,0
189,731766,7767,1093790,11027,0,0,17900,179,706588,7626,192202,2086,0,0
190,731861,7768,1097526,11065,0,0,17900,179,706588,7626,192202,2086,0,0
191,732133,7771,1102045,11111,0,0,17900,179,706588,7626,192202,2086,0,0
192,732598,7776,1106189,11153,0,0,17900,179,706588,7626,192202,2086,0,0
193,732787,7778,1111700,11209,0,0,17900,179,706588,7626,192202,2086,0,0
194,733070,7781,1115044,11243,0,0,17900,179,706588,7626,192202,2086,0,0
195,733345,7784,1118289,11276,0,0,17900,179,706588,7626,192202,2086,0,0
196,733619,7787,1122415,11318,0,0,17900,179,706588,7626,192202,2086,0,0
197,733806,7789,1126052,11355,0,0,17900,179,706588,7626,192202,2086,0,0
198,734367,7795,1128996,11385,0,0,17900,179,706588,7626,192202,2086,0,0
199,734450,7796,1131647,11412,0,0,17900,179,706588,7626,192202,2086,0,0
200,734716,7799,1133515,11431,0,0,17900,179,706588,7626,192202,2086,0,0
201,734991,7802,1135682,11453,0,0,17900,179,706588,7626,192202,2086,0,0
202,734991,7802,1136865,11465,0,0,17900,179,706588,7626,192202,2086,0,0
203,735080,7803,1137947,11476,0,0,17900,179,706588,7626,192202,2086,0,0
204,735269,7805,1138736,11484,0,0,17900,179,706588,7626,192202,2086,0,0
205,735365,7806,1139724,11494,0,0,17900,179,706588,7626,192202,2086,0,0
206,735458,7807,1140116,11498,0,0,17900,179,706588,7626,192202,2086,0,0
207,735553,7808,1140610,11503,0,0,17900,179,706588,7626,192202,2086,0,0
208,735553,7808,1141203,11509,0,0,17900,179,706588,7626,192202,2086,0,0
209,735649,7809,1141401,11511,0,0,17900,179,706588,7626,192202,2086,0,0
210,735746,7810,1141795,11515,0,0,17900,179,706588,7626,192202,2086,0,0
211,735835,7811,1141993,11517,0,0,17900,179,706588,7626,192202,2086,0,0
212,735835,7811,1142290,11520,0,0,17900,179,706588,7626,192202,2086,0,0
213,735923,7812,1142389,11521,0,0,17900,179,706588,7626,192202,2086,0,0
214,735923,7812,1142389,11521,0,0,17900,179,706588,7626,192202,2086,0,0
215,735923,7812,1142389,11521,0,0,17900,179,706588,7626,192202,2086,0,0
216,735923,7812,1142389,11521,0,0,17900,179,706588,7626,192202,2086,0,0
217,735923,7812,1142389,11521,0,0,17900,179,706588,7626,192202,2086,0,0
218,735923,7812,1142389,11521,0,0,17900,179,706588,7626,192202,2086,0,0
219,735923,7812,1142389,11521,0,0,17900,179,706588,7626,192202,2086,0,0
220,735923,7812,1142389,11521,0,0,17900,179,706588,7626,192202,2086,0,0
221,735923,7812,1142482,11522,0,0,17900,179,708815,7654,192273,2088,0,0
222,735923,7812,1142863,11526,0,0,17900,179,711127,7683,192342,2090,0,0
223,735923,7812,1143433,11532,0,0,17900,179,713345,7711,192409,2092,0,0
224,735923,7812,1143905,11537,0,0,17900,179,715941,7743,192474,2094,0,0
225,735923,7812,1148400,11584,0,0,17900,179,719957,7793,192572,2097,0,0
226,735923,7812,1153830,11641,0,0,17900,179,725081,7855,192667,2100,0,0
227,735923,7812,1160092,11707,0,0,17900,179,730168,7917,192759,2103,0,0
228,735923,7812,1166816,11778,0,0,17900,179,734704,7973,192848,2106,0,0
229,735923,7812,1181043,11927,0,0,17980,180,741750,8058,192986,2110,0,0
230,735923,7812,1196757,12092,0,0,18059,181,749975,8156,193121,2114,0,0
231,736103,7814,1211131,12243,0,0,18137,182,757534,8246,193252,2118,0,0
232,736198,7815,1227850,12419,0,0,18214,183,765605,8343,193380,2122,0,0
233,736287,7816,1246996,12620,0,0,18290,184,775286,8458,193608,2128,0,0
234,736382,7817,1270737,12869,0,0,18365,185,785551,8579,193832,2134,0,0
235,736457,7818,1292436,13098,0,0,18439,186,795846,8700,193987,2139,0,0
236,736545,7819,1315147,13338,0,0,18512,187,806007,8820,194268,2146,0,0
237,736545,7819,1334790,13546,0,0,18736,190,816883,8949,194416,2151,0,0
238,736817,7822,1354082,13751,0,0,18957,193,826539,9064,194562,2156,0,0
239,737096,7825,1370967,13931,0,0,19175,196,837021,9188,194706,2161,0,0
240,737349,7828,1384770,14079,0,0,19390,199,847702,9315,194849,2166,0,0
241,737525,7830,1399664,14238,0,0,19671,203,857269,9430,194990,2171,0,0
242,737795,7833,1412209,14373,0,0,19948,207,868109,9559,195130,2176,0,0
243,738149,7837,1423905,14499,0,0,20289,212,878196,9680,195269,2181,0,0
244,738590,7842,1432806,14595,0,0,20693,218,888644,9805,195359,2185,0,0
245,739137,7848,1441597,14691,0,0,21092,224,898960,9928,195544,2191,0,0
246,739584,7853,1448494,14766,0,0,21485,230,907858,10037,195680,2196,0,0
247,740025,7858,1454747,14834,0,0,21940,237,920045,10182,195767,2200,0,0
248,740638,7865,1460269,14894,0,0,22388,244,929031,10291,195947,2206,0,0
249,741003,7869,1465257,14948,0,0,22891,252,939268,10415,196079,2211,0,0
250,741472,7874,1469602,14995,0,0,23386,260,949505,10539,196163,2215,0,0
251,741926,7879,1473178,15034,0,0,23934,269,959638,10662,196246,2219,0,0
252,742655,7887,1476157,15066,0,0,24474,278,968610,10771,196328,2223,0,0
253,743193,7893,1499709,15315,0,0,24890,285,978479,10887,196557,2229,0,0
254,743800,7900,1502237,15342,0,0,25299,292,986594,10983,196597,2231,0,0
255,744347,7906,1505010,15371,0,0,25701,299,994118,11072,196731,2235,0,0
256,744895,7912,1507130,15393,0,0,26096,306,1002231,11168,196771,2237,0,0
257,745333,7917,1531552,15653,0,0,26372,311,1008158,11237,196968,2241,0,0
258,745602,7920,1533251,15671,0,0,26643,316,1013672,11301,197082,2244,0,0
259,746067,7925,1534293,15682,0,0,26909,321,1019071,11364,197148,2246,0,0
260,746581,7931,1534956,15689,0,0,27221,327,1025339,11437,197214,2248,0,0
261,747037,7936,1555201,15905,0,0,27372,330,1028262,11470,197689,2256,0,0
262,747219,7938,1556072,15914,0,0,27520,333,1030560,11496,197709,2257,0,0
263,747588,7942,1556736,15921,0,0,27617,335,1033570,11530,197729,2258,0,0
264,747778,7944,1557027,15924,0,0,27808,339,1035686,11554,197749,2259,0,0
265,748234,7949,1574632,16111,0,0,27808,339,1036399,11562,198009,2263,0,0
266,748234,7949,1575014,16115,0,0,27808,339,1036399,11562,198009,2263,0,0
267,748329,7950,1575402,16119,0,0,27808,339,1036399,11562,198009,2263,0,0
268,748329,7950,1575683,16122,0,0,27808,339,1036399,11562,198009,2263,0,0
269,748404,7951,1576060,16126,0,0,27808,339,1036399,11562,198009,2263,0,0
270,748404,7951,1576446,16130,0,0,27808,339,1036399,11562,198009,2263,0,0
271,748404,7951,1577008,16136,0,0,27808,339,1036399,11562,198009,2263,0,0
272,748490,7952,1577281,16139,0,0,27808,339,1036399,11562,198009,2263,0,0
273,748582,7953,1578230,16149,0,0,27808,339,1036399,11562,198009,2263,0,0
274,748859,7956,1579929,16167,0,0,27808,339,1036399,11562,198009,2263,0,0
275,749045,7958,1581254,16181,0,0,27808,339,1036399,11562,198009,2263,0,0
276,749045,7958,1583811,16208,0,0,27808,339,1036399,11562,198009,2263,0,0
277,749133,7959,1586626,16238,0,0,27808,339,1036399,11562,198009,2263,0,0
278,749469,7963,1591049,16285,0,0,27808,339,1036399,11562,198009,2263,0,0
279,749730,7966,1595285,16330,0,0,27808,339,1036399,11562,198009,2263,0,0
280,750177,7971,1600543,16386,0,0,27808,339,1036399,11562,198009,2263,0,0
281,750257,7972,1606901,16453,0,0,27808,339,1036399,11562,198009,2263,0,0
282,750606,7976,1612946,16517,0,0,27808,339,1036399,11562,198009,2263,0,0
283,750692,7977,1620381,16595,0,0,27808,339,1036399,11562,198009,2263,0,0
284,750876,7979,1629528,16691,0,0,27808,339,1036399,11562,198009,2263,0,0
285,751058,7981,1638361,16784,0,0,27808,339,1036399,11562,198009,2263,0,0
286,751154,7982,1648682,16893,0,0,27808,339,1036399,11562,198009,2263,0,0
287,751336,7984,1661681,17031,0,0,27808,339,1036399,11562,198009,2263,0,0
288,751599,7987,1673271,17153,0,0,27808,339,1036399,11562,198009,2263,0,0
289,751865,7990,1684375,17271,0,0,27808,339,1036399,11562,198009,2263,0,0
290,751865,7990,1690035,17332,0,0,27808,339,1036399,11562,198009,2263,0,0
291,751865,7990,1696893,17405,0,0,27808,339,1036399,11562,198009,2263,0,0
292,751865,7990,1705226,17494,0,0,27808,339,1036399,11562,198009,2263,0,0
293,751865,7990,1712576,17572,0,0,27808,339,1036399,11562,198009,2263,0,0
294,751865,7990,1719173,17642,0,0,27808,339,1036399,11562,198009,2263,0,0
295,751865,7990,1724936,17703,0,0,27808,339,1036399,11562,198009,2263,0,0
296,751865,7990,1729644,17753,0,0,27808,339,1036399,11562,198009,2263,0,0
297,751865,7990,1735035,17810,0,0,27808,339,1036399,11562,198009,2263,0,0
298,751865,7990,1739186,17854,0,0,27808,339,1036399,11562,198009,2263,0,0
299,751865,7990,1743807,17903,0,0,27808,339,1036399,11562,198009,2263,0,0
300,751865,7990,1747959,17947,0,0,27808,339,1036399,11562,198009,2263,0,0
301,751865,7990,1751290,17982,0,0,27808,339,1036399,11562,198009,2263,0,0
302,751865,7990,1755745,18029,0,0,27808,339,1036399,11562,198009,2263,0,0
303,751865,7990,1759532,18069,0,0,27808,339,1036399,11562,198009,2263,0,0
304,752056,7992,1763127,18107,0,0,27808,339,1036399,11562,198009,2263,0,0
305,752056,7992,1766626,18144,0,0,27808,339,1036399,11562,198009,2263,0,0
306,752056,7992,1769370,18173,0,0,27808,339,1036399,11562,198009,2263,0,0
307,752056,7992,1771762,18198,0,0,27808,339,1036399,11562,198009,2263,0,0
308,752056,7992,1774636,18228,0,0,27808,339,1036399,11562,198009,2263,0,0
309,752056,7992,1776431,18247,0,0,27808,339,1036399,11562,198009,2263,0,0
310,752056,7992,1778702,18271,0,0,27808,339,1036399,11562,198009,2263,0,0
311,752056,7992,1780700,18292,0,0,27808,339,1036399,11562,198009,2263,0,0
312,752150,7993,1782884,18315,0,0,27808,339,1036399,11562,198009,2263,0,0
313,752150,7993,1784891,18336,0,0,27808,339,1036399,11562,198009,2263,0,0
314,752150,7993,1785741,18345,0,0,27808,339,1036399,11562,198009,2263,0,0
315,752150,7993,1787530,18364,0,0,27808,339,1036399,11562,198009,2263,0,0
316,752150,7993,1789259,18382,0,0,27808,339,1036399,11562,198009,2263,0,0
317,752150,7993,1793458,18429,0,0,27923,341,1038094,11586,198049,2265,0,0
318,752245,7994,1797795,18478,0,0,28036,343,1040254,11615,198089,2267,0,0
319,752340,7995,1802602,18532,0,0,28147,345,1042627,11647,198129,2269,0,0
320,752434,7996,1807069,18582,0,0,28256,347,1045033,11679,198169,2271,0,0
321,752434,7996,1812498,18643,0,0,28420,350,1048309,11724,198229,2274,0,0
322,752434,7996,1818716,18713,0,0,28690,355,1053506,11791,198289,2277,0,0
323,752434,7996,1823480,18767,0,0,28901,359,1056951,11837,198349,2280,0,0
324,752434,7996,1829101,18831,0,0,29108,363,1061545,11897,198409,2283,0,0
325,752434,7996,1835077,18898,0,0,29466,370,1067710,11977,198514,2287,0,0
326,752531,7997,1841774,18974,0,0,29817,377,1074962,12070,198619,2291,0,0
327,752531,7997,1848943,19054,0,0,30161,384,1082114,12162,198724,2295,0,0
328,752531,7997,1855347,19126,0,0,30499,391,1089759,12259,198829,2299,0,0
329,752626,7998,1861323,19194,0,0,30970,401,1097599,12358,198909,2303,0,0
330,752626,7998,1867200,19260,0,0,31431,411,1106976,12476,198989,2307,0,0
331,752626,7998,1871838,19313,0,0,31882,421,1116957,12600,199069,2311,0,0
332,752626,7998,1876691,19368,0,0,32323,431,1127812,12735,199149,2315,0,0
333,752722,7999,1881576,19423,0,0,32754,441,1136182,12841,199209,2318,0,0
334,752812,8000,1886028,19473,0,0,33175,451,1144712,12949,199309,2323,0,0
335,752907,8001,1891028,19529,0,0,33586,461,1153327,13059,199389,2327,0,0
336,752907,8001,1895318,19577,0,0,33987,471,1162093,13170,199469,2331,0,0
337,753283,8005,1899147,19619,0,0,34378,481,1170089,13273,199549,2335,0,0
338,753465,8007,1902827,19659,0,0,34760,491,1179379,13389,199629,2339,0,0
339,753562,8008,1907493,19711,0,0,35133,501,1190449,13528,199709,2343,0,0
340,753655,8009,1911068,19750,0,0,35496,511,1200216,13652,199789,2347,0,0
341,753750,8010,1915492,19800,0,0,35850,521,1208452,13757,199869,2351,0,0
342,753942,8012,1919220,19841,0,0,36195,531,1216588,13863,199949,2355,0,0
343,754038,8013,1922849,19881,0,0,36530,541,1225133,13973,200029,2359,0,0
344,754135,8014,1926097,19917,0,0,36855,551,1233370,14080,200109,2363,0,0
345,754135,8014,1929418,19953,0,0,37170,561,1240097,14168,200189,2367,0,0
346,754135,8014,1932715,19990,0,0,37475,571,1247085,14261,200269,2371,0,0
347,754230,8015,1935059,20016,0,0,37770,581,1254829,14362,200349,2375,0,0
348,754230,8015,1938005,20049,0,0,38055,591,1262864,14467,200429,2379,0,0
349,754510,8018,1956351,20255,0,0,38279,599,1272173,14583,200449,2380,0,0
350,754697,8020,1959053,20285,0,0,38495,607,1283128,14720,200489,2382,0,0
351,754697,8020,1961681,20314,0,0,38703,615,1292369,14835,200549,2385,0,0
352,754792,8021,1963367,20333,0,0,38903,623,1301621,14952,200589,2387,0,0
353,754887,8022,1979416,20518,0,0,39046,629,1309974,15055,200829,2393,0,0
354,754982,8023,1981520,20542,0,0,39183,635,1316559,15136,200849,2394,0,0
